processid,sampleid,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,voucher_type,tissue_type,collectors,collectiondate,lifestage,sex,reproduction,extrainfo,notes,lat,lon,coord_source,coord_accuracy,country,province,region,exactsite
UHURU963-14,D5_K1269_Aspilia_sp,4913748,Aspilia_sp_0174918292,174918292,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,204700,Melanthera,542610,Melanthera scandens, , ,N. Mwadime, , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-060, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBVA2530-11,AM903201,2249361,Bayton  Obunyali 16 (K),AM903201,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148832,Arecales,148833,Arecaceae, , ,210612,Borassus,411907,Borassus aethiopum, , , , , , , , , , ,taxon:480368, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAL2171-14,HQ201989,4657714,J. Lovett  and  T. Congdon 2995 (MO),HQ201989,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,306489,Momordica,443322,Momordica rostrata, , , , , , , , , , ,Momordica rostrata, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
KPLA198-11,KK 104,1983695, ,KK 104,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,305310,Ansellia,305311,Ansellia africana, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA270-11,NH 176,1983767, ,NH 176,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373609,Bolusiella,373610,Bolusiella maudiae, , ,Daniel Miyawa, , , ,24/11/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Rift Valley,Kajiado, 
UHURU1108-14,F2_K1300_Commiphora africana,5055662,Commiphora africana_174972697,174972697,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,44316,Sapindales,176131,Burseraceae, , ,204935,Commiphora,419393,Commiphora habessinica, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-004, ,0.418,36.9, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1169-14,C10_K1300_eragrostis_tenuifolia,5055723,eragrostis_tenuifolia_174972734,174972734,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,673428,Eragrostis papposa, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-019, ,0.359,36.892, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1296-15,E2_K1302_Cleome_monophylla,5427021,E2_K1302_cleome__monophylla, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121178,Brassicales,406660,Cleomaceae, , ,196517,Cleome,306439,Cleome monophylla, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-057, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1325-15,F5_K1301_Enneapogon_cenchroides,5427050,F5_K1301_Enneapogon_cenchroides, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204889,Enneapogon,204890,Enneapogon cenchroides, , ,Munyao F., , ,Samson Kurukura,09/09/2014, , , ,SKS14-039, ,0.45,36.913, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1416-15,B5_K1341,6478003, ,189604300,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121235,Geraniales,121236,Geraniaceae, , ,306348,Monsonia,725933,Monsonia longipes, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-019, ,0.33746,36.8717, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1429-15,G6_K1341,6478016, ,189604242,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204984,Indigofera,384983,Indigofera arrecta, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-028, ,0.36217,36.8986, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1436-15,F7_K1341,6478023, ,189604254,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,306567,Acanthospermum,306568,Acanthospermum hispidum, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-031,unknown,0.32192,36.8873, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1529-15,C7_K1342,6478116, ,189603233,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204984,Indigofera, , , , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-097, ,0.3383,36.8779, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1558-15,H10_K1342,6478145, ,189603177,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121678,Portulacaceae, , ,121679,Portulaca,591083,Portulaca quadrifida, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-112, ,0.36217,36.8986, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1570-15,D12_K1342,6478157, ,189603227,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,204960,Zygophyllales,204961,Zygophyllaceae,383137,Tribuloideae,294082,Tribulus,439921,Tribulus cistoides, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-118, ,0.29232,36.8966, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1647-15,C10_K1343,6478234, ,189602366,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae, , ,179634,Datura,252870,Datura stramonium, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-204,unknown,0.52489,36.8689, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1770-17,TK2_A3_NMK,7567832, ,TK2_A3_NMK,Smithsonian Institution, ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,194934,Pennisetum,676199,Pennisetum hohenackeri, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,20/02/2016, , , ,SKS16-036,Sp(thatching grass),0.29754,36.959, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU270-14,F10_K1213_Solanum_sp,4110646,Solanum_sp_151969761,151969761,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae,2865,Solanoideae,7060,Solanum,617459,Solanum tettense, , ,N. Mwadime, , ,Elyse DeFranco,14/08/2012, , , ,EAD_12_065, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU297-14,D5_K1214_Withania_sommifera,4110673,Withania_sommifera_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae, , ,438700,Withania,438707,Withania somnifera, , ,N. Mwadime, , ,Elyse DeFranco,05/04/2013, , , ,EAD_13_010, ,0.28162,36.8924, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU322-14,H1_K1215_Helichrysum_glumaceum,4110698,Helichrysum_glumaceum_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,252307,Helichrysum,591084,Helichrysum glumaceum, , ,N. Mwadime, , ,Grace Charles,07/05/2012, , , ,GKC 12-022, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU349-14,C7_K1216_Pavonia_sp,4110725,Pavonia_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,121735,Abutilon,306655,Abutilon grandiflorum, , ,N. Mwadime, , ,Elyse DeFranco,27/11/2012, , , ,EAD_12_081, ,0.352,36.896, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU719-14,H12_K1246_Ipomoea_wightii,4473581, ,RRH_13_049D,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,121359,Convolvulaceae, , ,264324,Ipomoea,720001,Ipomoea ficifolia, , ,N. Mwadime, , ,Rhianna Hohbein,26/11/2013, , , ,RRH_13_049D, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU808-14,A10_K1267_Cassia_sp,4913593,Cassia_sp_0174918518,174918518,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,179671,Chamaecrista,704914,Chamaecrista grantii, , , , , ,Rhiana Hohbein,08/04/2014, , , ,RRH 14-020, ,0.352,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU900-14,E9_K1268_Eragrostis_racemosa,4913685,Eragrostis_racemosa_0174918663,174918663,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,293672,Eragrostis racemosa, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-044, ,0.311,36.886, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU938-14,C2_K1269_Hibiscus_sp,4913723,Hibiscus_sp_0174918310,174918310,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,205119,Hibiscus calyphyllus, , ,N. Mwadime, , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-053, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU991-14,H8_K1269_Barleria_acanthoides,4913776,Barleria_acanthoides_0174918247,174918247,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,264310,Acanthoideae,204958,Barleria,676183,Barleria gracilispina, , ,N. Mwadime, , ,Rhiana Hohbein,20/05/2014, , , ,RRH 14-067, ,0.478,36.87, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBITS43463-21,MK185739,13513731, ,MK185739,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,293995,Schoenoplectiella,1110834,Schoenoplectiella juncea, , , , , , , , , , , ,K:Muasya & al. 775, , , , ,Kenya, , , 
GBITS44721-21,EU401356,13514989, ,EU401356,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,293740,Pentameris,1109418,Pentameris pictigluma, , , , , , , , , , , ,"Galley, C. 267 (BOL)", , , , ,Kenya, , , 
GBITS69602-21,LT993000,13556656, ,LT993000,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121675,Amaranthaceae, , ,416531,Psilotrichum,659704,Psilotrichum elliotii, , , , , , , , , , , ,AC1134, , , , ,Kenya, , , 
GBVF3485-11,GQ401586,2292901,O,GQ401586,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121244,Ericales,121410,Ericaceae, , ,179521,Erica,425219,Erica arborea, , , , , , , , , , ,taxon:270431, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW851-13,JX177563,3715672, ,JX177563,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,557007,Dioscorea sp. KDio58, , , , , , , , , , ,taxon:1227056, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAL4755-14,HQ721854,4660298,Vorontsova 204 (BM),HQ721854,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae,2865,Solanoideae,7060,Solanum,617439,Solanum dennekense, , , , , , , , , , ,Solanum dennekense, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
TRIKU153-20,CP0014755,11698877, ,Amelia Ann Green Pl 262237-2,"University of Copenhagen, Natural History Museum of Denmark, Herbarium C", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae,264218,Papilionoideae,100967,Trifolium,988727,Trifolium rueppellianum, , ,Conny B.A. Lange, , , , , , , , , , , , , ,Kenya, , , 
UHURU1050-14,C4_K1270_Cyperus_sp,4913835,Cyperus_sp_0174917732,174917732,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus, , , , , , , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-085, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1103-14,A2_K1300_Ceropegia_cufodontii,5055657,ceropegia_cufodontii_174972766,174972766,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae, , ,306404,Ceropegia,676176,Ceropegia aristolochioides, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-003, ,0.287,36.892, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1239-15,C1_K1301_Stylosanthes_fruticosa,5426964,C1_K1301_Lintonia_nutans, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,294846,Stylosanthes,306667,Stylosanthes fruticosa, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-052, ,0.29196,36.8955, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1383-15,A1_K1341,6477970, ,189604319,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,43434,Rosales,124739,Moraceae, , ,148648,Ficus,252768,Ficus sycomorus, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-001, ,0.4534,36.9152, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1410-15,D4_K1341,6477997, ,189604275,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,121224,Euphorbiaceae,591667,Euphorbioideae,121225,Euphorbia,662882,Euphorbia lissosperma, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-016, ,0.29488,36.856, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU154-14,B8_K1212_Helichrysum_sp,4110530,Helichrysum_sp_151967983,151967983,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,121518,Conyza,719997,Conyza peduculata, , ,N. Mwadime, , ,Truman Young,24/07/2012, , , ,KLEE1001, ,0.289,36.8686, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1683-17,TK1_B4_NMK,7567745, ,TK1_B4_NMK,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,306647,Coptosperma,749590,Coptosperma graveolens, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,21/09/2015, , , ,SKS16-008, ,0.479658,36.8718, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU179-14,C11_K1212_Portulaca_sp,4110555,Portulaca_sp_151967965,151967965,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,350966,Aizoaceae, , ,351060,Delosperma,644551,Delosperma nakurense, , ,N. Mwadime, , ,Elyse DeFranco,19/07/2012, , , ,EAD_12_016, ,0.416,36.9116, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU296-14,H4_K1214_Balanites_aegyptiaca,4110672,Balanites_aegyptiaca_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,204960,Zygophyllales,204961,Zygophyllaceae, , ,204962,Balanites,1140095,Balanites aegyptiaca, , ,N. Mwadime, , ,Elyse DeFranco,15/03/2013, , , ,EAD_13_009, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU333-14,B6_K1215_Commelina_sp,4110709,Commelina_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,124958,Commelinales,148688,Commelinaceae, , ,162193,Commelina,395875,Commelina erecta, , ,N. Mwadime, , ,Grace Charles,05/05/2012, , , ,GKC 12-006, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU413-14,F9_K1214_Enneapogon_sp,4111321,Enneapogon_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204889,Enneapogon,204890,Enneapogon cenchroides, , ,N. Mwadime, , ,Elyse DeFranco,17/05/2013, , , ,EAD_13_027, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU541-14,F2_K1245_Ocimum,4473403, ,RRH_13_004B,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,306435,Ocimum,306436,Ocimum americanum, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_004B, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU544-14,A3_K1245_Hibiscus_flavifolius,4473406, ,RRH_13_005A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,591058,Hibiscus flavifolius, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_005A, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU565-14,F5_K1245_Pentanisia_ouranogyne,4473427, ,RRH_13_010B,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,306523,Pentanisia,591087,Pentanisia ouranogyne, , ,N. Mwadime, , ,Rhianna Hohbein,19/07/2013, , , ,RRH_13_010B, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU693-14,F9_K1246_Hibiscus_calyphyllus,4473555, ,RRH_13_043B,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,719999,Hibiscus ovalifolius, , ,N. Mwadime, , ,Rhianna Hohbein,17/08/2013, , , ,RRH_13_043B, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU724-14,E1_K1247_Euphorbia_crotonoides,4473586, ,RRH_13_051A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,121224,Euphorbiaceae,591667,Euphorbioideae,121225,Euphorbia,591062,Euphorbia crotonoides, , ,N. Mwadime, , ,Rhianna Hohbein,26/11/2013, , , ,RRH_13_051A, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU764-14,E4_K1267_Portulaca_sp,4913549,Portulaca_sp_0174918476,174918476,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121186,Saxifragales,121454,Crassulaceae, , ,306262,Crassula,659708,Crassula volkensii, , , , , ,Rhiana Hohbein,28/03/2014, , , ,RRH 14-008, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU825-14,B12_K1267_Barleria_ramulosa,4913610,Barleria_ramulosa_0174918515,174918515,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,264310,Acanthoideae,204958,Barleria,676174,Barleria trispinosa, , ,N. Mwadime, , ,Rhiana Hohbein,08/04/2014, , , ,RRH 14-024, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBVP1287-11,AY583009,2273979,Pasquet 1053 (EA),AY583009,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,428739,Wajira,428741,Wajira praecox, , , , , , , , , , ,taxon:271810, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW860-13,JX177572,3715681, ,JX177572,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556996,Dioscorea sp. K80, , , , , , , , , , ,taxon:1227045, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAK3412-14,GU556654,4723368,Bytebier 1772 (EA),GU556654,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,433379,Polystachya goetzeana, , , , , , , , , , ,Polystachya goetzeana, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
