processid,sampleid,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,voucher_type,tissue_type,collectors,collectiondate,lifestage,sex,reproduction,extrainfo,notes,lat,lon,coord_source,coord_accuracy,country,province,region,exactsite
UHURU1361-15,H10_K1301_Indigofera_circinella,5427086,H10_K1301_Indigofera_circinella, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204984,Indigofera,673430,Indigofera circinella, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-049, ,0.29196,36.8955, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU139-14,C6_K1212_Echiochilon_lithospermoides,4110515,Echiochilon_lithospermoides_151967970,151967970,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,500149,Boraginales,121217,Boraginaceae, , ,590209,Echiochilon,591067,Echiochilon lithospermoides, , ,N. Mwadime, , ,Elyse DeFranco,24/07/2012, , , ,EAD_12_030, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1505-15,C4_K1342,6478092, ,189603236,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,205037,Vangueria,252684,Vangueria madagascariensis, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-084,unknown,0.42938,36.8826, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1514-15,D5_K1342,6478101, ,189603220,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae, , ,148741,Sida,741464,Sida alba, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-090, ,0.29232,36.8965, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1721-17,TK1_H8_NMK,7567783, ,TK1_H8_NMK,Smithsonian Institution, ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121130,Digitaria,766636,Digitaria thouaresiana, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,12/02/2016, , , ,SKS16-019,sp,0.33827,36.933, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1847-20,TK0005942,11477378,17, ,"National Museums of Kenya, East African Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,500149,Boraginales,121217,Boraginaceae, , ,148671,Cordia,252755,Cordia sinensis, , ,Paul Mutuku Musili, , ,Muasya D- et al, , , , , ,Extra Info: 2019 tissue provided by NMK to BU for analysis of missing ForestGeo taxa, , , , ,Kenya,Laikipia, ,Mpala Research Centre
UHURU834-14,C1_K1268_Aloe_sp,4913619,Aloe_sp_0174918695,174918695,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,252498,Asphodelaceae, , ,205082,Aloe,554967,Aloe nyeriensis, , ,N. Mwadime, , ,Rhiana Hohbein,10/04/2014, , , ,RRH 14 -026, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU847-14,H2_K1268_Sarcostemma_sp,4913632,Sarcostemma_sp_No Read,No Read,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae, , ,121362,Cynanchum,662490,Cynanchum viminale, , ,N. Mwadime, , ,Rhiana Hohbein,10/04/2014, , , ,RRH 14-030, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU918-14,G11_K1268_Unknown_sp,4913703,Unknown_sp_0174918637,174918637,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,121518,Conyza,676193,Conyza stricta, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-048, ,0.321,36.88, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBVW846-13,JX177558,3715667, ,JX177558,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,557012,Dioscorea sp. KDio71, , , , , , , , , , ,taxon:1227061, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAK4159-14,HM018555,4724115,Khayota 381 (EA),HM018555,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,637728,Polystachya spatella, , , , , , , , , , ,Polystachya spatella, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
KPLA277-11,NH 183,1983774, ,NH 183,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373632,Aerangis,373633,Aerangis thomsonii, , ,Daniel Miyawa, , , ,24/11/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Rift Valley,Kajiado, 
UHURU016-14,H2_K1207_Abutilon_mauritianum,4110392,Abutilon_mauritianum_151967713,151967713,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae, , ,148734,Pavonia,205123,Pavonia burchellii, , ,N. Mwadime, , ,Rob Pringle,07/05/2012, , , ,RMP_12_004, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU020-14,D3_K1207_Cadaba_farinosa,4110396,Cadaba_farinosa_151967762,151967762,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,124522,Santalales,148565,Loranthaceae, , ,430532,Plicosepalus,430533,Plicosepalus sagittifolius, , , , , ,Rob Pringle,07/05/2012, , , ,RMP_12_006, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU046-14,F6_K1207_Unknown_sp,4110422,Unknown_sp_151967741,151967741,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae, , ,148750,Justicia,306629,Justicia debilis, , ,N. Mwadime, , ,Elyse DeFranco,16/07/2012, , , ,EAD_12_002, ,0.34,36.87, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU089-14,A12_K1207_Ocimum_sp,4110465,Ocimum_sp_151967796,151967796,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,306435,Ocimum,306436,Ocimum americanum, , ,N. Mwadime, , ,Elyse DeFranco,19/07/2012, , , ,EAD_12_013, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1022-14,G12_K1269_Portulaca_sp,4913807,Portulaca_sp_0174918252,174918252,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,292272,Plectranthus,676171,Plectranthus prostratus, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-078, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1056-14,A5_K1270_Unknown_sp,4913841,Unknown_sp_0174917755,174917755,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121484,Verbenaceae, , ,121485,Verbena,390072,Verbena bonariensis, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-086, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1140-14,F6_K1300_Indigofera,5055694,indigofera_sp_174972701,174972701,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae,264218,Papilionoideae,205024,Tephrosia,676197,Tephrosia reptans, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-012, ,0.42235,36.8852, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1156-14,F8_K1300_Acacia_nilotica,5055710,acacia_nilotica_174972703,174972703,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,401059,Vachellia,894282,Vachellia nilotica, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-016, ,0.282,36.895, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1170-14,D10_K1300_eragrostis_tenuifolia,5055724,eragrostis_tenuifolia_174972729,174972729,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,673428,Eragrostis papposa, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-019, ,0.359,36.892, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1259-15,C8_K1301_Commicarpus_pedunculosus,5426984,C8_K1301_Commicarpus_pedunculosus, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,148567,Nyctaginaceae, , ,306375,Commicarpus,673429,Commicarpus pedunculosus, , ,Munyao F., , ,Samson Kurukura,10/09/2014, , , ,SKS14-044, ,0.322,36.881, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1448-15,B9_K1341,6478035, ,189604304,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121130,Digitaria,725938,Digitaria ternata, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-041, ,0.35983,36.8689, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU151-14,G7_K1212_Unknown_sp,4110527,Unknown_sp_151967921,151967921,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae, , ,350962,Blepharis,660986,Blepharis edulis, , ,N. Mwadime, , ,Elyse DeFranco,25/07/2012, , , ,EAD_12_039, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1685-17,TK1_D4_MRC,7567747, ,TK1_D4_MRC,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,306647,Coptosperma,749590,Coptosperma graveolens, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,21/09/2015, , , ,SKS16-008, ,0.479658,36.8718, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1737-17,TK1_H10_SI,7567799, ,TK1_H10_SI,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,44316,Sapindales,148607,Meliaceae, , ,205142,Turraea,673425,Turraea mombassana, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,23/09/2015, , , ,SKS16-023,unknown,0.36643,36.8831, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1746-17,TK1_A12_NMK,7567808, ,TK1_A12_NMK,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,500149,Boraginales,121217,Boraginaceae, , ,590209,Echiochilon,591067,Echiochilon lithospermoides, , , , , ,Samson Kurukua and Ali hassan,12/02/2016, , , ,SKS16-026, ,0.35775,36.8946, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1814-17,TK2_E8_NMK,7567876, ,TK2_E8_NMK,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,121735,Abutilon, , , , , , , ,Samson Kurukua,09/03/2016, , , ,SKS16-047, ,0.33393,36.8868, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU560-14,A5_K1245_Justicia,4473422, ,RRH_13_009A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae, , ,148750,Justicia,517283,Justicia calyculata, , ,N. Mwadime, , ,Rhianna Hohbein,19/07/2013, , , ,RRH_13_009A, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU708-14,E11_K1246_Portulaca_oleracea,4473570, ,RRH_13_047A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121678,Portulacaceae, , ,121679,Portulaca,121680,Portulaca oleracea, , ,N. Mwadime, , ,Rhianna Hohbein,26/11/2013, , , ,RRH_13_047A, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU772-14,E5_K1267_Psiadia_punctulata,4913557,Psiadia_punctulata_0174918475,174918475,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,514709,Psiadia,514710,Psiadia punctulata, , , , , ,Rhiana Hohbein,02/04/2014, , , ,RRH 14-010, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU805-14,F9_K1267_Ocimum_sp,4913590,Ocimum_sp_0174918464,174918464,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,292253,Orthosiphon,676198,Orthosiphon parviflorus, , ,N. Mwadime, , ,Rhiana Hohbein,08/04/2014, , , ,RRH 14-019, ,0.352,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU909-14,F10_K1268_Enneapogon_sp,4913694,Enneapogon_sp_0174918657,174918657,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204889,Enneapogon,204890,Enneapogon cenchroides, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-046, ,0.311,36.886, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU915-14,D11_K1268_Botriochloa_insculpta,4913700,Botriochloa_insculpta_0174918682,174918682,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204926,Bothriochloa,204929,Bothriochloa insculpta, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-047, ,0.321,36.88, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBVC344-11,GQ145157,2262432,B  L 1783 (EA),GQ145157,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,433390,Polystachya melanantha, , , , , , , , , , , ,"Polystachya melanantha voucher B & L 1783 (EA) from Kenya ribosomal protein S16 (rps16) gene, exon 2 and partial cds: rps16-trnK intergenic spacer, complete sequence: tRNA-Lys (trnK(uuu)) gene, partial sequence: and maturase K (matK) gene, complete cds: plastid.|Eukaryota:Viridiplantae:Streptophyta:Embryophyta:Tracheophyta:Spermatophyta:Magnoliophyta:Liliopsida:Asparagales:Orchidaceae:Epidendroideae:Vandeae:Polystachyinae:Polystachya:Polystachya melanantha:|Kenya",0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVH3347-11,AM745853,2302759,P. G. Greenway 15032 (Kew Gardens Herbarium),AM745853,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,223446,Phyllanthaceae, , ,663836,Meineckia,663845,Meineckia phyllanthoides subsp. capillariformis, , , , , , , , , , ,taxon:446992, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVL1355-11,EF634363,2322438,J. B. Gillet 19443 (M),EF634363,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,423396,Cyclantheropsis,423397,Cyclantheropsis parviflora, , , , , , , , , , ,taxon:387129, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW854-13,JX177566,3715675, ,JX177566,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,557004,Dioscorea sp. KA2, , , , , , , , , , ,taxon:1227053, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVX4479-15,KC529071,5611274,s.n.,KC529071,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,121359,Convolvulaceae, , ,121360,Convolvulus,678703,Convolvulus jefferyi, , , , , ,"Luke, PA & WRQ",07/01/2000, , , ,taxon:1428914, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAB3216-14,AJ492811,4688186,Liede  and  Newton 3157 (UBT),AJ492811,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae, , ,306402,Pentarrhinum,626754,Pentarrhinum gonoloboides, , , , , , , , , , ,Pentarrhinum gonoloboides, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, ,Naivasha, 
ITSAC4677-14,AY241992,4719635,Muasya 1051  (K),AY241992,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,499285,Caricoideae,121157,Carex,197074,Carex echinochloe, , , , , , , , , , ,Carex echinochloe, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAL3381-14,HQ608222,4658924,N. Holstein  P. Sebastian 09 (M),HQ608222,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,306309,Coccinia,423483,Coccinia trilobata, , , , , , , , , , ,Coccinia trilobata, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
KPLA128-11,KK 034,1983625, ,KK 034,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,44316,Sapindales,148562,Rutaceae, , ,368291,Toddalia,368292,Toddalia asiatica, , ,Daniel Miyawa, , , ,18/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA225-11,KK 131,1983722, ,KK 131,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,373623,Sphenostylis,373624,Sphenostylis stenocarpa, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
UHURU018-14,B3_K1207_Hibiscus_flavifolius,4110394,Hibiscus_flavifolius_151967786,151967786,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,591058,Hibiscus flavifolius, , ,N. Mwadime, , ,Rob Pringle,07/05/2012, , , ,RMP_12_005, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1203-15,A4_K1301_Enneapogon_SKS14-036,5426928,A4_K1301_Enneapogon, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204889,Enneapogon,204890,Enneapogon cenchroides, , ,Munyao F., , ,Samson Kurukura,08/09/2014, , , ,SKS14-036, ,0.292,36.897, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1457-15,C10_K1341,6478044, ,189604286,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,423417,Trochomeria,443239,Trochomeria macrocarpa, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-050, ,0.29241,36.8956, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1465-15,C11_K1341,6478052, ,189604285,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121525,Setaria,121526,Setaria pumila, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-055, ,0.29213,36.8957, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU158-14,F8_K1212_Helichrysum_sp,4110534,Helichrysum_sp_151967935,151967935,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,252307,Helichrysum,591084,Helichrysum glumaceum, , ,N. Mwadime, , ,Truman Young,24/07/2012, , , ,KLEE1002, ,0.3468,36.8769, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1669-17,TK1_D2_FIELD,7567731, ,TK1_D2_FIELD,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,121224,Euphorbiaceae, , ,252472,Ricinus,252473,Ricinus communis, , , , , ,Samson Kurukua and Ali hassan,15/10/2015, , , ,SKS16-003, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU169-14,A10_K1212_Unknown_sp,4110545,Unknown_sp_151967990,151967990,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae, , ,423859,Courtoisina,423860,Courtoisina assimilis, , ,N. Mwadime, , ,Truman Young,27/07/2012, , , ,KLEE1004, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1724-17,TK1_C9_FIELD,7567786, ,TK1_C9_FIELD,Smithsonian Institution, ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121130,Digitaria,766636,Digitaria thouaresiana, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,12/02/2016, , , ,SKS16-019, ,0.338272,36.933, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU174-14,F10_K1212_Croton_dichogamous,4110550,Croton_dichogamous_151967937,151967937,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,121224,Euphorbiaceae,264328,Crotonoideae,191865,Croton,1112281,Croton dichogamus, , ,N. Mwadime, , ,Elyse DeFranco,19/07/2012, , , ,EAD_12_015, ,0.416,36.9115, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU245-14,E7_K1213_Crotalaria_sp,4110621,Crotalaria_sp_151969769,151969769,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204710,Crotalaria,719994,Crotalaria laburnifolia, , ,N. Mwadime, , ,Elyse DeFranco,08/08/2012, , , ,EAD_12_056, ,0.318,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU256-14,H8_K1213_Barleria_sp,4110632,Barleria_sp_151969735,151969735,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,264310,Acanthoideae,148534,Ruellia,591075,Ruellia prostrata, , ,N. Mwadime, , ,Elyse DeFranco,08/08/2012, , , ,EAD_12_059, ,0.318,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU339-14,A1_K1216_Justicia_sp,4110715,Justicia_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae, , ,148750,Justicia,517283,Justicia calyculata, , ,N. Mwadime, , ,Grace Charles,17/05/2012, , , ,GKC 12-025, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU361-14,E1_K1216_Dactyloctenium_sp,4110737,Dactyloctenium_sp, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204870,Dactyloctenium,305972,Dactyloctenium aegyptium, , ,N. Mwadime, , ,Elyse DeFranco,25/04/2013, , , ,EAD_13_049, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU411-14,D9_K1214_Enneapogon_sp,4111319,Enneapogon_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204889,Enneapogon,204890,Enneapogon cenchroides, , ,N. Mwadime, , ,Elyse DeFranco,17/05/2013, , , ,EAD_13_027, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU616-14,A12_K1245_Sida,4473478, ,RRH_13_024A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae, , ,148741,Sida,720008,Sida ovata, , ,N. Mwadime, , ,Rhianna Hohbein,26/07/2013, , , ,RRH_13_024A, ,0.34,36.87, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBITS36672-21,KP878358,13506940, ,KP878358,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,121224,Euphorbiaceae,264328,Crotonoideae,191865,Croton,1102410,Croton megalocarpoides, , , , , , , , , , , ,MO Robertson 5551, , , , ,Kenya, , , 
GBVC340-11,GQ145154,2262428,B 1142981695 (EA),GQ145154,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,433388,Polystachya lindblomii, , , , , , , , , , , ,"Polystachya lindblomii voucher B 1142/98/1695 (EA) from Kenya ribosomal protein S16 (rps16) gene, exon 2 and partial cds: rps16-trnK intergenic spacer, complete sequence: tRNA-Lys (trnK(uuu)) gene, partial sequence: and maturase K (matK) gene, complete cds: plastid.|Eukaryota:Viridiplantae:Streptophyta:Embryophyta:Tracheophyta:Spermatophyta:Magnoliophyta:Liliopsida:Asparagales:Orchidaceae:Epidendroideae:Vandeae:Polystachyinae:Polystachya:Polystachya lindblomii:|Kenya",0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVC379-11,GQ145195,2262467,B 42894468 (EA),GQ145195,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,373615,Polystachya tenuissima, , , , , , , , , , , ,"Polystachya tenuissima voucher B 428/94/468 (EA) from Kenya ribosomal protein S16 (rps16) gene, exon 2 and partial cds: rps16-trnK intergenic spacer, complete sequence: tRNA-Lys (trnK(uuu)) gene, partial sequence: and maturase K (matK) gene, complete cds: plastid.|Eukaryota:Viridiplantae:Streptophyta:Embryophyta:Tracheophyta:Spermatophyta:Magnoliophyta:Liliopsida:Asparagales:Orchidaceae:Epidendroideae:Vandeae:Polystachyinae:Polystachya:Polystachya tenuissima:|Kenya",0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
